"It is impossible to log user action","It is impossible to log user action"
"
                        <p><a href=""http://docs.magento.com/m2/ce/user_guide/tax/vertex.html"" target=""_blank"">Vertex Cloud</a> combines sophisticated software with an exceptional team of tax experts to help Magento merchants simplify the sales tax process, and comply with ever-changing tax laws. Merchants can easily access and configure Vertex Cloud from the Magento Admin to meet complex tax challenges.</p>
                        <ul>
                        <li><span>Seamless integration with award-winning support for simple-to-complex tax needs.</span></li>
                        <li><span>Automatically comply with the latest tax rules for each product and every jurisdiction.</span></li>
                        <li><span>Perform tax calculations and generate signature-ready PDF returns in one solution.</span></li>
                        <li><span>No penalty to merchants for tax estimates from abandoned carts.</span></li>
                        <li><span>Flexible deployment options fit the needs of your organization in the cloud, or on premises.</span></li>
                        </ul>
                        ","
                        <п><а хреф=""хттп://доцс.магенто.цом/м2/це/усер_гуиде/таx/вертеx.хтмл"" таргет=""_бланк"">Вертеx Цлоуд</а> комбинује софистицирани софтвер са изузетним тимом пореских стручњака како би помогао Магенто трговцима да поједноставе процес пореза на промет и ускладе се са стално променљивим пореским законима. Трговци могу лако приступити и конфигурисати Вертеx Цлоуд из Магенто Админа како би одговорили на сложене пореске изазове.</п>
                        <ул>
                        <ли><спан>Беспрекорна интеграција са награђиваном подршком за једноставне до сложених пореских потреба.</спан></ли>
                        <ли><спан>Аутоматски се ускладите са најновијим пореским правилима за сваки производ и сваку јурисдикцију.</спан></ли>
                        <ли><спан>Извршите обрачун пореза и генеришите ПДФ пријаве спремне за потпис у једном решењу.</спан></ли>
                        <ли><спан>Без казни за трговце за процене пореза из напуштених корпи.</спан></ли>
                        <ли><спан>Флексибилне опције имплементације одговарају потребама ваше организације у облаку или на сопственим серверима.</спан></ли>
                        </ул>
                        "
"What's new with Magento 2.2.2","What's new with Magento 2.2.2"
"
                        <p>Magento 2.2.2 offers advanced new features, including:</p>
                        <br />
                        <div class=""analytics-highlight"">
                        <h3>Advanced Reporting</h3>
                        <p>Gain valuable insights through a dynamic suite of product, order, and customer reports,
                        powered by Magento Business Intelligence.</p>
                        </div>
                        <div class=""instant-purchase-highlight"">
                        <h3>Instant Purchase</h3>
                        <p>Simplify ordering and boost conversion rates by allowing your customers to use stored
                        payment and shipping information to skip tedious checkout steps.</p>
                        </div>
                        <div class=""email-marketing-highlight"">
                        <h3>Email Marketing Automation</h3>
                        <p>Send smarter, faster email campaigns with marketing automation from dotmailer, powered by
                        your Magento store's live data.</p>
                        </div>
                        <p>Release notes and additional details can be found at
                        <a href=""http://devdocs.magento.com/"" target=""_blank"">Magento DevDocs</a>.
                        </p>
                        ","
                        <п>Магенто 2.2.2 нуди напредне нове функције, укључујући:</п>
                        <бр />
                        <див цласс=""аналyтицс-хигхлигхт"">
                        <х3>Напредно извештавање</х3>
                        <п>Добијте вредне увиде кроз динамичан скуп извештаја о производима, поруџбинама и купцима,
                        покретан од стране Магенто Бусинесс Интеллигенце.</п>
                        </див>
                        <див цласс=""инстант-пурцхасе-хигхлигхт"">
                        <х3>Тренутна куповина</х3>
                        <п>Поједноставите наручивање и повећајте стопе конверзије омогућавајући вашим купцима да користе сачуване
                        информације о плаћању и испоруци како би прескочили заморне кораке наплате.</п>
                        </див>
                        <див цласс=""емаил-маркетинг-хигхлигхт"">
                        <х3>Аутоматизација емаил маркетинга</х3>
                        <п>Шаљите паметније, брже емаил кампање са аутоматизацијом маркетинга из дотмаилер-а, покретане
                        подацима уживо ваше Магенто продавнице.</п>
                        </див>
                        <п>Белешке о издању и додатни детаљи могу се пронаћи на
                        <а хреф=""хттп://девдоцс.магенто.цом/"" таргет=""_бланк"">Магенто ДевДоцс</а>.
                        </п>
                        "
"Advanced Reporting","Напредна подешавања"
"<p>Advanced Reporting
                        provides you with a dynamic suite of reports with rich insights about the health of your
                        business.</p><br /><p>As part of the Advanced Reporting service, we may also use your customer
                        data for such purposes as benchmarking, improving our products and services, and providing you
                        with new and improved analytics.</p><br /><p>By using Magento 2.2.2, you agree to the Advanced
                        Reporting <a href=""https://magento.com/legal/terms/privacy"" target=""_blank"">Privacy Policy</a>
                        and <a href=""https://magento.com/legal/terms/cloud-terms"" target=""_blank"">Terms
                        of Service</a>. You may opt out at any time from the Stores Configuration page.</p>
                        ","<п>Напредно извештавање
                        пружа вам динамичан скуп извештаја са богатим увидима о здрављу вашег
                        пословања.</п><бр /><п>Ас парт оф тхе Напредно извештавање сервице, wе маy алсо усе yоур цустомер
                        дата фор суцх пурпосес ас бенцхмаркинг, импровинг оур продуцтс анд сервицес, анд провидинг yоу
                        wитх неw анд импровед аналyтицс.</п><бр /><п>Коришћењем Магенто 2.2.2, прихватате <а хреф=""хттпс://магенто.цом/легал/термс/привацy"" таргет=""_бланк"">Политику приватности</а>
                        анд <а хреф=""хттпс://магенто.цом/легал/термс/цлоуд-термс"" таргет=""_бланк"">Услове
                        коришћења</а>. Можете се ођавити у било ком тренутку са странице Конфигурације продавница.</п>
                        "
"Instant Purchase","Instant Purchase"
"
                        <p>Now you can deliver an Amazon-like experience with a new, streamlined checkout option.
                        Logged-in customers can use previously-stored payment credentials and shipping information
                        to skip steps, making the process faster and easier, especially for mobile shoppers. Key
                        features include:
                        </p>
                        <ul>
                        <li><span>Configurable “Instant Purchase” button to place orders.</span></li>
                        <li><span>Support for all payment solutions using Braintree Vault, including Braintree Credit
                        Card, Braintree PayPal, and PayPal Payflow Pro.</span></li>
                        <li><span>Shipping to the customer’s default address using the lowest cost, available shipping
                        method.</span></li>
                        <li><span>Ability for developers to customize the Instant Purchase business logic to meet
                        merchant needs.</span></li>
                        </ul>
                        ","
                        <п>Сада можете пружити Амазон-слично искуство са новом, поједностављеном опцијом наплате.
                        Пријављени купци могу користити претходно сачуване акредитиве за плаћање и информације о испоруци
                        да прескоче кораке, чинећи процес бржим и лакшим, посебно за мобилне купце. Кључне
                        карактеристике укључују:
                        </п>
                        <ул>
                        <ли><спан>Цонфигурабле “Тренутна куповина” буттон то плаце ордерс.</спан></ли>
                        <ли><спан>Подршка за сва решења плаћања која користе Браинтрее Ваулт, укључујући Браинтрее кредитну
                        картицу, Браинтрее ПаyПал и ПаyПал Паyфлоw Про.</спан></ли>
                        <ли><спан>Испорука на подразумевану адресу купца користећи најјефтинији, доступни начин
                        испоруке.</спан></ли>
                        <ли><спан>Абилитy фор девелоперс то цустомизе тхе Тренутна куповина бусинесс логиц то меет
                        мерцхант неедс.</спан></ли>
                        </ул>
                        "
"Email Marketing Automation","Е-пошта Маркетинг Аутоматион"
"
                        <p>Unlock an unparalleled level of insight and control of your eCommerce marketing with
                        dotmailer Email Marketing Automation. Included with Magento 2.2.2 for easy set-up, dotmailer
                        ensures every customer’s journey is captured, segmented, and personalized, enabling you to
                        deliver customer-centric campaigns that beat your results over and over again. Benefits include:
                        </p>
                        <ul>
                        <li><span>No obligation 14-day trial.</span></li>
                        <li><span>Automation campaigns using your live Magento store data that drive revenue,
                        including abandoned cart, abandoned browse, product replenishment, and many more.</span></li>
                        <li><span>Built-in solution for transactional emails.</span></li>
                        <li><span>Telephone support and advice from marketing experts included.</span></li>
                        </ul>
                        ","
                        <п>Унлоцк ан унпараллелед левел оф инсигхт анд цонтрол оф yоур еЦоммерце маркетинг wитх
                        дотмаилер Аутоматизација емаил маркетинга. Инцлудед wитх Магенто 2.2.2 фор еасy сет-уп, дотмаилер
                        енсурес еверy цустомер’с јоурнеy ис цаптуред, сегментед, анд персонализед, енаблинг yоу то
                        деливер цустомер-центриц цампаигнс тхат беат yоур ресултс овер анд овер агаин. Бенефитс инцлуде:
                        </п>
                        <ул>
                        <ли><спан>Пробни период од 14 дана без обавезе.</спан></ли>
                        <ли><спан>Аутоматске кампање које користе податке уживо ваше Магенто продавнице које покрећу приход,
                        укључујући напуштену корпу, напуштено прегледање, допуну производа и многе друге.</спан></ли>
                        <ли><спан>Уграђено решење за трансакционе емаилове.</спан></ли>
                        <ли><спан>Телефонска подршка и савети маркетиншких стручњака укључени.</спан></ли>
                        </ул>
                        "
"Sorry, we had a problem loading our “What’s new” content.","Sorry, we had a problem loading our “What’s new” content."
"
                        <p>We’ll try to show it again the next time you sign in to Magento Admin.</p>
                        <p>To learn more about new features, see our latest Release Notes in
                        <a href=""http://devdocs.magento.com/magento-release-information.html""
                        target=""_blank"">DevDocs' Release Information</a>.
                        </p>","
                        <п>Покушаћемо поново да је прикажемо следећи пут када се пријавите у Магенто Админ.</п>
                        <п>То леарн море абоут неw феатурес, сее оур латест Белешке о издању ин
                        <а хреф=""хттп://девдоцс.магенто.цом/магенто-релеасе-информатион.хтмл""
                        таргет=""_бланк"">ДевДоцс информацијама о издању</а>.
                        </п>"
"
                        <p>We’ll try to show it again the next time you sign in to Magento Admin.</p>
                        <p>To learn more about new features, see our latest Release Notes in
                        <a href=""https://devdocs.magento.com/magento-release-information.html""
                        target=""_blank"">DevDocs' Release Information</a>.
                        </p>","
                        <п>Покушаћемо поново да је прикажемо следећи пут када се пријавите у Магенто Админ.</п>
                        <п>То леарн море абоут неw феатурес, сее оур латест Белешке о издању ин
                        <а хреф=""хттпс://девдоцс.магенто.цом/магенто-релеасе-информатион.хтмл""
                        таргет=""_бланк"">ДевДоцс информацијама о издању</а>.
                        </п>"
